athlete_id,day,training_age_years,is_rest_day,session_type,duration_min,intensity,rpe,speed_kmh,avg_hr,daily_load,ctl,atl,tsb,acwr,injured
1,57,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,105.11,38.67,66.44,0.656,0
1,58,3.76,False,intervals,71.7,6,5.0,6.8,116.0,147.4,106.1,53.15,52.96,1.011,0
1,59,3.76,False,race,61.5,7,8.0,13.6,157.0,276.5,110.11,82.88,27.23,1.524,0
1,60,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,107.52,71.84,35.68,1.365,0
1,61,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,104.99,62.28,42.71,1.562,0
1,62,3.76,False,tempo,46.2,7,6.0,11.3,156.0,131.5,105.62,71.5,34.12,2.006,0
1,63,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,103.13,61.98,41.15,1.528,0
1,64,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,100.7,53.73,46.97,1.614,0
1,65,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,98.33,46.58,51.76,1.186,0
1,66,3.76,False,tempo,85.9,7,8.0,10.5,170.0,369.0,104.7,89.5,15.2,1.199,0
1,67,3.76,False,long_run,60.9,2,3.0,9.9,148.0,80.5,104.13,88.31,15.83,1.328,0
1,68,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,101.68,76.55,25.13,1.328,0
1,69,3.76,False,easy_run,43.8,6,5.0,8.5,131.0,110.7,101.9,81.1,20.8,1.416,0
1,70,3.76,False,long_run,74.9,5,6.0,12.1,221.0,185.7,103.87,95.03,8.84,1.931,0
1,71,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,101.43,82.38,19.05,1.931,0
1,72,3.76,False,race,58.0,4,4.0,9.4,153.0,118.7,101.83,87.21,14.62,2.079,0
1,73,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,99.44,75.6,23.84,1.192,0
1,74,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,97.1,65.54,31.56,0.998,0
1,75,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,94.81,56.81,38.0,0.998,0
1,76,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,92.58,49.25,43.33,0.732,0
1,77,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,90.4,42.69,47.71,0.285,0
1,78,3.76,False,long_run,42.6,2,3.0,6.3,150.0,73.2,90.0,46.76,43.24,0.442,0
1,79,3.76,False,recovery,65.9,10,,,,621.1,102.49,123.21,-20.72,1.178,0
1,80,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,100.08,106.81,-6.73,1.178,0
1,81,3.76,False,long_run,88.6,9,8.0,13.5,148.0,513.2,109.8,160.91,-51.11,1.724,0
1,82,3.76,False,easy_run,49.4,10,10.0,9.3,142.0,442.4,117.63,198.38,-80.76,2.035,0
1,83,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,114.86,171.97,-57.11,2.035,0
1,84,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,112.16,149.08,-36.92,2.15,0
1,85,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,109.52,129.23,-19.72,2.054,0
1,86,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,106.94,112.03,-5.09,1.308,0
1,87,3.76,False,easy_run,49.6,7,8.0,7.3,143.0,225.3,109.73,127.11,-17.38,1.645,0
1,88,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,107.14,110.19,-3.04,0.93,0
1,89,3.76,False,tempo,31.6,3,3.0,10.0,146.0,50.0,105.8,102.17,3.63,0.377,0
1,90,3.76,False,race,43.3,5,4.0,7.8,154.0,101.6,105.7,102.1,3.6,0.521,0
1,91,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,103.21,88.51,14.71,0.521,0
1,92,3.76,False,intervals,53.9,4,5.0,9.4,165.0,136.6,104.0,94.91,9.09,0.678,0
1,93,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,101.55,82.27,19.28,0.678,0
1,94,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,99.16,71.32,27.84,0.434,0
1,95,3.76,False,intervals,50.7,7,7.0,9.5,130.0,158.5,100.56,82.92,17.63,0.653,0
1,96,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,98.19,71.89,26.31,0.58,0
1,97,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,95.88,62.32,33.57,0.449,0
1,98,3.76,False,tempo,81.5,6,7.0,12.7,121.0,321.0,101.18,96.76,4.42,0.892,0
1,99,3.76,False,recovery,57.5,8,9.0,9.7,156.0,284.2,105.49,121.72,-16.23,1.003,0
1,100,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,103.01,105.51,-2.51,1.044,0
1,101,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,100.58,91.47,9.12,1.044,0
1,102,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,98.22,79.29,18.93,0.827,0
1,103,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,95.9,68.73,27.17,0.827,0
1,104,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,93.65,59.58,34.06,0.827,0
1,105,3.76,False,long_run,67.4,7,7.0,10.6,144.0,220.4,96.63,80.99,15.64,0.641,0
1,106,3.76,False,long_run,34.1,6,7.0,11.0,132.0,129.7,97.41,87.48,9.93,0.437,0
1,107,3.76,False,long_run,60.0,5,6.0,13.2,151.0,187.6,99.53,100.82,-1.28,0.776,0
1,108,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,97.19,87.39,9.8,0.776,0
1,109,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,94.9,75.76,19.14,0.953,0
1,110,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,92.67,65.68,27.0,1.185,0
1,111,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,90.49,56.93,33.56,1.185,0
1,112,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,88.36,49.35,39.01,0.699,0
1,113,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,86.28,42.78,43.5,0.414,0
1,114,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,84.25,37.09,47.16,0.0,0
1,115,3.76,False,race,67.0,6,6.0,10.5,161.0,346.5,90.42,78.27,12.15,0.716,0
1,116,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,88.29,67.85,20.44,0.716,0
1,117,3.76,False,recovery,55.5,10,10.0,11.7,172.0,566.8,99.55,134.27,-34.72,1.489,0
1,118,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,97.21,116.4,-19.19,1.554,0
1,119,3.76,False,recovery,62.0,10,10.0,9.9,244.0,541.3,107.66,172.96,-65.3,2.011,0
1,120,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,105.13,149.93,-44.81,2.111,1
1,121,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,102.65,129.97,-27.32,2.111,0
1,122,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,100.24,112.67,-12.44,1.608,0
1,123,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,97.88,97.67,0.21,1.706,0
1,124,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,95.58,84.67,10.9,0.834,0
1,125,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,93.33,73.4,19.93,0.834,0
1,126,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,91.13,63.63,27.5,0.0,0
1,127,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,88.99,55.16,33.83,0.0,0
1,128,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,86.89,47.81,39.08,0.0,0
1,129,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,84.85,41.45,43.4,0.0,0
1,130,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,82.85,35.93,46.92,0.0,0
1,131,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,80.9,31.15,49.75,0.0,0
1,132,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,79.0,27.0,52.0,0.0,0
1,133,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,77.14,23.41,53.73,0.0,0
1,134,3.76,False,race,69.2,3,2.0,5.6,150.0,61.8,76.78,28.52,48.26,0.145,0
1,135,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,74.97,24.72,50.25,0.163,0
1,136,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,73.21,21.43,51.78,0.163,0
1,137,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,71.49,18.58,52.91,0.163,0
1,138,3.76,False,race,51.6,8,7.0,8.1,164.0,187.7,74.22,41.08,33.13,0.586,0
1,139,3.76,False,race,47.1,5,4.0,8.1,156.0,88.5,74.56,47.4,27.16,0.754,0
1,140,3.76,False,tempo,96.7,5,4.0,10.3,156.0,211.3,77.77,69.22,8.55,1.096,0
1,141,3.76,False,race,81.8,4,5.0,8.7,149.0,197.7,80.6,86.33,-5.73,1.245,0
1,142,3.76,False,easy_run,58.8,6,6.0,9.5,126.0,197.8,83.35,101.16,-17.81,1.472,0
1,143,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,81.39,87.7,-6.31,1.721,0
1,144,3.76,False,easy_run,81.5,8,7.0,10.9,150.0,329.3,87.23,119.86,-32.64,2.036,0
1,145,3.76,False,intervals,36.8,4,5.0,8.8,150.0,79.2,87.04,114.45,-27.41,2.331,0
1,146,3.76,False,recovery,78.4,10,10.0,11.9,168.0,801.2,103.84,205.88,-102.04,2.695,0
1,147,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,101.4,178.47,-77.07,2.98,1
1,148,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,99.01,154.71,-55.7,2.613,0
1,149,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,96.68,134.12,-37.43,2.246,0
1,150,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,94.41,116.26,-21.85,2.246,0
1,151,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,92.19,100.78,-8.6,1.635,0
1,152,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,90.02,87.37,2.65,1.488,0
1,153,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,87.9,75.74,12.16,0.0,0
1,154,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,85.83,65.66,20.18,0.0,0
1,155,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,83.81,56.91,26.9,0.0,0
1,156,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,81.84,49.34,32.5,0.0,0
1,157,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,79.91,42.77,37.14,0.0,0
1,158,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,78.03,37.08,40.96,0.0,0
1,159,3.76,False,tempo,54.6,6,5.0,8.0,156.0,116.5,78.94,47.65,31.28,0.205,0
1,160,3.76,False,easy_run,55.9,6,7.0,9.8,146.0,162.9,80.92,63.0,17.91,0.459,0
1,161,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,79.01,54.61,24.4,0.459,0
1,162,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,77.15,47.34,29.81,0.471,0
1,163,3.76,False,tempo,60.6,6,5.0,10.0,175.0,138.1,78.59,59.42,19.17,0.665,0
1,164,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,76.74,51.51,25.23,0.665,0
1,165,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,74.93,44.65,30.28,0.665,0
1,166,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,73.17,38.71,34.46,0.518,0
1,167,3.76,False,race,74.4,10,,,,625.0,86.15,116.76,-30.61,1.068,0
1,168,3.76,False,tempo,38.7,8,8.0,9.3,146.0,305.4,91.31,141.87,-50.56,1.447,0
1,169,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,89.16,122.98,-33.82,1.551,0
1,170,3.76,False,tempo,54.5,7,6.0,6.2,148.0,237.4,92.65,138.21,-45.56,1.671,0
1,171,3.76,False,intervals,62.2,10,10.0,10.8,130.0,553.6,103.5,193.51,-90.02,2.056,0
1,172,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,101.06,167.75,-66.69,2.28,1
1,173,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,98.68,145.42,-46.74,2.342,0
1,174,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,96.36,126.06,-29.7,2.05,0
1,175,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,94.09,109.28,-15.19,1.479,0
1,176,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,91.88,94.73,-2.85,1.479,0
1,177,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,89.72,82.12,7.6,1.035,0
1,178,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,87.61,71.19,16.42,0.0,0
1,179,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,85.55,61.71,23.83,0.0,0
1,180,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,83.53,53.5,30.04,0.0,0
1,181,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,81.57,46.37,35.19,0.0,0
1,182,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,79.65,40.2,39.45,0.0,0
1,183,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,77.77,34.85,42.92,0.0,0
1,184,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,75.94,30.21,45.73,0.0,0
1,185,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,74.16,26.19,47.97,0.0,0
1,186,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,72.41,22.7,49.71,0.0,0
1,187,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,70.71,19.68,51.03,0.0,0
1,188,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,69.05,17.06,51.98,0.0,0
1,189,3.76,False,intervals,49.3,4,4.0,10.6,163.0,92.2,69.59,27.06,42.53,0.189,0
1,190,3.76,False,easy_run,20.2,3,4.0,5.5,132.0,46.6,69.05,29.67,39.38,0.278,0
1,191,3.76,False,easy_run,66.2,7,7.0,11.0,160.0,257.9,73.49,60.04,13.45,0.749,0
1,192,3.76,False,intervals,51.8,3,4.0,10.2,154.0,114.8,74.46,67.33,7.13,0.916,0
1,193,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,72.71,58.37,14.35,0.916,0
1,194,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,71.0,50.6,20.4,0.916,0
1,195,3.76,False,intervals,85.3,5,5.0,10.1,143.0,219.7,74.5,73.11,1.39,1.6,0
1,196,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,72.75,63.38,9.37,1.679,0
1,197,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,71.04,54.94,16.09,1.557,0
1,198,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,69.36,47.63,21.74,1.041,0
1,199,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,67.73,41.29,26.44,1.202,0
1,200,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,66.14,35.79,30.35,1.202,0
1,201,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,64.58,31.03,33.56,1.202,0
1,202,3.76,False,recovery,71.9,9,8.0,9.8,137.0,481.5,74.39,91.0,-16.61,1.588,0
1,203,3.76,False,intervals,83.1,10,10.0,10.7,140.0,766.4,90.67,180.91,-90.23,2.522,1
1,204,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,88.54,156.83,-68.29,2.522,0
1,205,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,86.46,135.95,-49.49,2.522,0
1,206,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,84.42,117.85,-33.43,2.522,0
1,207,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,82.44,102.16,-19.73,2.522,0
1,208,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,80.5,88.56,-8.07,2.522,0
1,209,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,78.6,76.77,1.83,1.549,0
1,210,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,76.75,66.55,10.2,0.0,0
1,211,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,74.95,57.69,17.25,0.0,0
1,212,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,73.18,50.01,23.17,0.0,0
1,213,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,71.46,43.35,28.11,0.0,0
1,214,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,69.78,37.58,32.2,0.0,0
1,215,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,68.14,32.58,35.56,0.0,0
1,216,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,66.54,28.24,38.29,0.0,0
1,217,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,64.97,24.48,40.49,0.0,0
1,218,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,63.44,21.22,42.22,0.0,0
1,219,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,61.95,18.4,43.55,0.0,0
1,220,3.76,False,long_run,50.1,3,4.0,8.1,150.0,116.7,63.24,31.48,31.75,0.295,0
1,221,3.76,False,race,56.2,2,2.0,8.0,168.0,55.8,63.06,34.72,28.34,0.421,0
1,222,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,61.58,30.1,31.48,0.421,0
1,223,3.76,False,long_run,68.5,7,7.0,9.6,155.0,220.9,65.33,55.5,9.83,0.959,0
1,224,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,63.79,48.11,15.68,0.959,0
1,225,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,62.29,41.71,20.58,0.959,0
1,226,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,60.82,36.15,24.67,0.959,0
1,227,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,59.39,31.34,28.05,0.674,0
1,228,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,58.0,27.17,30.83,0.538,0
1,229,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,56.63,23.55,33.08,0.538,0
1,230,3.76,False,race,66.2,8,8.0,10.9,159.0,255.4,61.31,54.42,6.89,0.722,0
1,231,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,59.86,47.17,12.69,1.575,0
1,232,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,58.46,40.89,17.56,1.575,0
1,233,3.76,False,intervals,64.9,6,5.0,11.8,148.0,188.8,61.52,60.58,0.94,2.121,0
1,234,3.76,False,easy_run,70.8,6,7.0,10.9,144.0,213.6,65.1,80.95,-15.85,2.503,0
1,235,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,63.57,70.17,-6.61,2.503,0
1,236,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,62.07,60.83,1.24,2.503,0
1,237,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,60.61,52.73,7.88,1.531,0
1,238,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,59.19,45.71,13.47,1.531,0
1,239,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,57.79,39.63,18.17,1.531,0
1,240,3.76,False,race,72.4,8,7.0,6.8,149.0,283.2,63.1,72.06,-8.96,1.489,0
1,241,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,61.61,62.47,-0.85,0.849,0
1,242,3.76,False,tempo,17.0,6,5.0,9.7,123.0,45.6,61.24,60.22,1.02,0.953,0
1,243,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,59.8,52.2,7.6,0.953,0
1,244,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,58.39,45.25,13.14,0.953,0
1,245,3.76,False,intervals,66.9,2,2.0,13.7,159.0,55.7,58.33,46.64,11.68,1.071,0
1,246,3.76,False,easy_run,55.1,5,5.0,9.0,141.0,124.7,59.89,57.03,2.86,1.305,0
1,247,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,58.48,49.44,9.04,0.579,0
1,248,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,57.1,42.86,14.25,0.626,0
1,249,3.76,False,intervals,78.9,8,8.0,8.3,183.0,356.5,64.15,84.61,-20.47,1.231,0
1,250,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,62.64,73.35,-10.71,1.231,0
1,251,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,61.16,63.58,-2.42,1.41,0
1,252,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,59.72,55.12,4.6,1.263,0
1,253,3.76,False,recovery,73.8,6,6.0,11.5,145.0,216.0,63.4,76.54,-13.14,1.317,0
1,254,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,61.91,66.35,-4.44,1.317,0
1,255,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,60.45,57.52,2.94,1.317,0
1,256,3.76,False,tempo,76.8,3,4.0,10.7,129.0,152.7,62.62,70.19,-7.56,0.779,0
1,257,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,61.15,60.84,0.31,0.779,0
1,258,3.76,True,rest,0.0,0,0.0,0.0,0.0,0.0,59.71,52.74,6.97,0.901,0
